qseqid	sseqid	pident	length	qlen	slen	evalue	bitscore
fBarBab1_chr_19_000038.1	Mus_musculus_MMUS037970_Cenpa_CenpA	55.072	138	146	134	1.40e-46	137
fBarBab1_chr_19_000038.1	Homo_sapiens_HSAP011513_CENPA_CenpA	56.522	138	146	140	1.99e-41	124
fDanRer4_rescue15	Danio_rerio_DRER013080_CENPA_CenpA	98.621	145	147	145	5.32e-107	290
fDanRer4_rescue15	Mus_musculus_MMUS037970_Cenpa_CenpA	53.676	136	147	134	6.27e-43	127
fDanRer4_rescue15	Homo_sapiens_HSAP011513_CENPA_CenpA	56.618	136	147	140	1.91e-41	124
fTauBub2_chr_19_000903.1	Danio_rerio_DRER013080_CENPA_CenpA	65.753	146	151	145	3.23e-61	174
fTauBub2_chr_19_000903.1	Mus_musculus_MMUS037970_Cenpa_CenpA	54.930	142	151	134	1.33e-42	127
fTauBub2_chr_19_000903.1	Homo_sapiens_HSAP011513_CENPA_CenpA	65.934	91	151	140	3.21e-38	116
fTraTra1_chr_12_000542.1	Danio_rerio_DRER013080_CENPA_CenpA	84.158	101	173	145	1.19e-61	176
fTraTra1_chr_12_000542.1	Mus_musculus_MMUS037970_Cenpa_CenpA	49.645	141	173	134	2.70e-39	119
fTraTra1_chr_12_000542.1	Homo_sapiens_HSAP011513_CENPA_CenpA	65.556	90	173	140	2.95e-37	114
fPhoGun1_chr_18_000926.1	Danio_rerio_DRER013080_CENPA_CenpA	82.178	101	160	145	9.62e-60	171
fPhoGun1_chr_18_000926.1	Homo_sapiens_HSAP011513_CENPA_CenpA	64.444	90	160	140	8.25e-38	115
fPhoGun1_chr_18_000926.1	Mus_musculus_MMUS037970_Cenpa_CenpA	53.043	115	160	134	6.38e-37	113
fTelBon1_chr_17_000483.1	Danio_rerio_DRER013080_CENPA_CenpA	76.923	104	145	145	1.02e-58	168
fTelBon1_chr_17_000483.1	Homo_sapiens_HSAP011513_CENPA_CenpA	64.835	91	145	140	3.64e-38	115
fTelBon1_chr_17_000483.1	Mus_musculus_MMUS037970_Cenpa_CenpA	61.538	91	145	134	3.29e-37	113
fPanHyp1_SUPER_9_001017.1	Danio_rerio_DRER013080_CENPA_CenpA	85.870	92	93	145	1.32e-60	170
fPanHyp1_SUPER_9_001017.1	Homo_sapiens_HSAP011513_CENPA_CenpA	70.000	90	93	140	1.27e-41	122
fPanHyp1_SUPER_9_001017.1	Mus_musculus_MMUS037970_Cenpa_CenpA	66.667	90	93	134	1.18e-40	119
fToxJac2_chr_16_000986.1	Danio_rerio_DRER013080_CENPA_CenpA	68.531	143	145	145	7.88e-63	178
fToxJac2_chr_16_000986.1	Mus_musculus_MMUS037970_Cenpa_CenpA	54.015	137	145	134	1.51e-44	132
fToxJac2_chr_16_000986.1	Homo_sapiens_HSAP011513_CENPA_CenpA	66.667	90	145	140	4.08e-39	118
fThuMac1_chr_15_000097.1	Danio_rerio_DRER013080_CENPA_CenpA	67.808	146	145	145	3.65e-65	184
fThuMac1_chr_15_000097.1	Mus_musculus_MMUS037970_Cenpa_CenpA	56.204	137	145	134	1.87e-44	131
fThuMac1_chr_15_000097.1	Homo_sapiens_HSAP011513_CENPA_CenpA	55.814	129	145	140	1.28e-40	122
fThuAlb1_chr_19_000629.1	Danio_rerio_DRER013080_CENPA_CenpA	68.493	146	166	145	1.17e-64	184
fThuAlb1_chr_19_000629.1	Mus_musculus_MMUS037970_Cenpa_CenpA	55.474	137	166	134	1.52e-43	130
fThuAlb1_chr_19_000629.1	Homo_sapiens_HSAP011513_CENPA_CenpA	55.814	129	166	140	5.37e-40	121
bGalGal1_rescue20	Homo_sapiens_HSAP011513_CENPA_CenpA	65.421	107	151	140	4.37e-47	139
bGalGal1_rescue20	Mus_musculus_MMUS037970_Cenpa_CenpA	60.714	112	151	134	2.33e-46	136
bGalGal1_rescue20	Danio_rerio_DRER013080_CENPA_CenpA	55.932	118	151	145	1.81e-42	127
bGalGal1_rescue6	Homo_sapiens_HSAP011513_CENPA_CenpA	66.981	106	151	140	2.73e-47	139
bGalGal1_rescue6	Mus_musculus_MMUS037970_Cenpa_CenpA	56.452	124	151	134	2.83e-47	139
bGalGal1_rescue6	Danio_rerio_DRER013080_CENPA_CenpA	60.396	101	151	145	1.31e-44	132
bGalGal1_GRCg7b_chr_16_000087.1	Homo_sapiens_HSAP011513_CENPA_CenpA	70.652	92	98	140	8.57e-45	130
bGalGal1_GRCg7b_chr_16_000087.1	Mus_musculus_MMUS037970_Cenpa_CenpA	67.368	95	98	134	1.15e-44	130
bGalGal1_GRCg7b_chr_16_000087.1	Danio_rerio_DRER013080_CENPA_CenpA	60.215	93	98	145	3.37e-38	114
bPorHoc1_chr_31_000033.1	Mus_musculus_MMUS037970_Cenpa_CenpA	69.118	68	71	134	4.41e-34	102
bPorHoc1_chr_31_000033.1	Homo_sapiens_HSAP011513_CENPA_CenpA	72.059	68	71	140	1.73e-33	100
bPorHoc1_chr_31_000033.1	Danio_rerio_DRER013080_CENPA_CenpA	66.667	66	71	145	9.21e-29	89.0
bCorHaw1_chr_37_000002.1	Homo_sapiens_HSAP011513_CENPA_CenpA	67.708	96	107	140	3.73e-42	124
bCorHaw1_chr_37_000002.1	Danio_rerio_DRER013080_CENPA_CenpA	64.000	100	107	145	1.91e-41	122
bCorHaw1_chr_37_000002.1	Mus_musculus_MMUS037970_Cenpa_CenpA	63.542	96	107	134	5.31e-40	119
bTaeGut1_chr_W_000142.1	Danio_rerio_DRER013080_CENPA_CenpA	65.060	83	147	145	2.15e-35	108
bTaeGut1_chr_W_000142.1	Homo_sapiens_HSAP011513_CENPA_CenpA	67.532	77	147	140	2.20e-35	108
bTaeGut1_chr_W_000142.1	Mus_musculus_MMUS037970_Cenpa_CenpA	63.636	77	147	134	8.15e-33	102
bAccGen1_chr_36_000029.1	Homo_sapiens_HSAP011513_CENPA_CenpA	68.000	50	114	140	9.41e-22	72.8
bAccGen1_chr_36_000029.1	Danio_rerio_DRER013080_CENPA_CenpA	64.286	56	114	145	1.77e-20	69.7
bAccGen1_chr_36_000029.1	Mus_musculus_MMUS037970_Cenpa_CenpA	56.140	57	114	134	1.50e-18	64.3
bTaeGut1_chr_30_000089.1	Mus_musculus_MMUS037970_Cenpa_CenpA	58.519	135	131	134	6.37e-45	132
bTaeGut1_chr_30_000089.1	Homo_sapiens_HSAP011513_CENPA_CenpA	61.667	120	131	140	2.54e-44	130
bTaeGut1_chr_30_000089.1	Danio_rerio_DRER013080_CENPA_CenpA	58.475	118	131	145	1.39e-43	129
bTaeGut1_chr_30_000077.1	Mus_musculus_MMUS037970_Cenpa_CenpA	58.519	135	131	134	6.37e-45	132
bTaeGut1_chr_30_000077.1	Homo_sapiens_HSAP011513_CENPA_CenpA	61.667	120	131	140	2.54e-44	130
bTaeGut1_chr_30_000077.1	Danio_rerio_DRER013080_CENPA_CenpA	58.475	118	131	145	1.39e-43	129
rVipLat1_chr_2_003261.1	Homo_sapiens_HSAP011513_CENPA_CenpA	74.286	70	100	140	3.45e-38	114
rVipLat1_chr_2_003261.1	Mus_musculus_MMUS037970_Cenpa_CenpA	71.014	69	100	134	1.08e-35	107
rVipLat1_chr_2_003261.1	Danio_rerio_DRER013080_CENPA_CenpA	67.164	67	100	145	1.08e-29	92.8
mMelMel3_chunk3_chr_15_000067.1	Homo_sapiens_HSAP011513_CENPA_CenpA	84.259	108	108	140	3.11e-64	180
mMelMel3_chunk3_chr_15_000067.1	Mus_musculus_MMUS037970_Cenpa_CenpA	80.435	92	108	134	1.48e-53	153
mMelMel3_chunk3_chr_15_000067.1	Danio_rerio_DRER013080_CENPA_CenpA	59.434	106	108	145	5.30e-41	121
mEleMax1_chunk3_chr_12_000096.1	Homo_sapiens_HSAP011513_CENPA_CenpA	77.857	140	136	140	1.20e-66	187
mEleMax1_chunk3_chr_12_000096.1	Mus_musculus_MMUS037970_Cenpa_CenpA	65.714	140	136	134	2.22e-61	174
mEleMax1_chunk3_chr_12_000096.1	Danio_rerio_DRER013080_CENPA_CenpA	57.664	137	136	145	1.37e-44	132
mLemCat1_chr_4_000064.1	Homo_sapiens_HSAP011513_CENPA_CenpA	84.259	108	108	140	2.85e-67	187
mLemCat1_chr_4_000064.1	Mus_musculus_MMUS037970_Cenpa_CenpA	77.778	99	108	134	1.43e-56	160
mLemCat1_chr_4_000064.1	Danio_rerio_DRER013080_CENPA_CenpA	68.539	89	108	145	9.76e-41	120
mOrcOrc1_chunk2_chr_13_000413.1	Homo_sapiens_HSAP011513_CENPA_CenpA	82.243	107	151	140	4.97e-61	174
mOrcOrc1_chunk2_chr_13_000413.1	Mus_musculus_MMUS037970_Cenpa_CenpA	76.531	98	151	134	1.75e-54	157
mOrcOrc1_chunk2_chr_13_000413.1	Danio_rerio_DRER013080_CENPA_CenpA	57.798	109	151	145	1.56e-40	122
mCerEla1_chunk1_chr_11_000215.1	Homo_sapiens_HSAP011513_CENPA_CenpA	83.333	108	108	140	2.78e-65	182
mCerEla1_chunk1_chr_11_000215.1	Mus_musculus_MMUS037970_Cenpa_CenpA	75.510	98	108	134	1.19e-54	155
mCerEla1_chunk1_chr_11_000215.1	Danio_rerio_DRER013080_CENPA_CenpA	56.881	109	108	145	2.15e-39	117
mDicBic1_chunk_2_chr_12_000342.1	Homo_sapiens_HSAP011513_CENPA_CenpA	82.569	109	109	140	2.28e-62	175
mDicBic1_chunk_2_chr_12_000342.1	Mus_musculus_MMUS037970_Cenpa_CenpA	75.758	99	109	134	2.79e-53	152
mDicBic1_chunk_2_chr_12_000342.1	Danio_rerio_DRER013080_CENPA_CenpA	58.879	107	109	145	1.42e-41	123
mDicBic1_chunk2_chr_12_000342.1	Homo_sapiens_HSAP011513_CENPA_CenpA	82.569	109	109	140	2.28e-62	175
mDicBic1_chunk2_chr_12_000342.1	Mus_musculus_MMUS037970_Cenpa_CenpA	75.758	99	109	134	2.79e-53	152
mDicBic1_chunk2_chr_12_000342.1	Danio_rerio_DRER013080_CENPA_CenpA	58.879	107	109	145	1.42e-41	123
ucDunPrim2_chr_9_000632.1	Danio_rerio_DRER013080_CENPA_CenpA	44.186	86	143	145	1.48e-19	68.2
ucDunPrim2_chr_9_000632.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	46.053	76	143	288	3.54e-14	55.8
ucDunPrim2_chr_9_000632.1	Homo_sapiens_HSAP011513_CENPA_CenpA	44.578	83	143	140	9.40e-13	50.4
mCanLor1_chr_17_000422.1	Homo_sapiens_HSAP011513_CENPA_CenpA	57.895	38	42	140	5.83e-11	42.0
mCanLor1_chr_17_000422.1	Danio_rerio_DRER013080_CENPA_CenpA	64.516	31	42	145	4.75e-09	37.0
mCanLor1_chr_17_000422.1	Mus_musculus_MMUS037970_Cenpa_CenpA	57.692	26	42	134	3.20e-08	34.7
ucMarCocc_ENA|OY978102|OY978102.1_000133.1	Danio_rerio_DRER013080_CENPA_CenpA	63.636	99	108	145	3.31e-45	132
ucMarCocc_ENA|OY978102|OY978102.1_000133.1	Homo_sapiens_HSAP011513_CENPA_CenpA	59.375	96	108	140	7.10e-35	105
ucMarCocc_ENA|OY978102|OY978102.1_000133.1	Mus_musculus_MMUS037970_Cenpa_CenpA	53.261	92	108	134	6.16e-32	98.6
ucPycProv1_rescue17	Danio_rerio_DRER013080_CENPA_CenpA	56.410	117	160	145	3.73e-45	134
ucPycProv1_rescue17	Homo_sapiens_HSAP011513_CENPA_CenpA	53.409	88	160	140	1.41e-28	92.0
ucPycProv1_rescue17	Mus_musculus_MMUS037970_Cenpa_CenpA	45.263	95	160	134	3.48e-28	90.9
ucPycProv1_rescue14	Danio_rerio_DRER013080_CENPA_CenpA	60.606	99	166	145	1.73e-44	132
ucPycProv1_rescue14	Homo_sapiens_HSAP011513_CENPA_CenpA	53.409	88	166	140	2.57e-28	91.7
ucPycProv1_rescue14	Mus_musculus_MMUS037970_Cenpa_CenpA	45.263	95	166	134	1.04e-27	89.7
ucPycProv1_rescue19	Danio_rerio_DRER013080_CENPA_CenpA	60.606	99	194	145	7.75e-45	134
ucPycProv1_rescue19	Homo_sapiens_HSAP011513_CENPA_CenpA	52.273	88	194	140	1.55e-28	93.2
ucPycProv1_rescue19	Mus_musculus_MMUS037970_Cenpa_CenpA	45.455	99	194	134	3.77e-28	91.7
ucPycProv1_rescue12	Danio_rerio_DRER013080_CENPA_CenpA	60.606	99	181	145	3.61e-44	132
ucPycProv1_rescue12	Homo_sapiens_HSAP011513_CENPA_CenpA	52.273	88	181	140	1.38e-28	92.8
ucPycProv1_rescue12	Mus_musculus_MMUS037970_Cenpa_CenpA	47.727	88	181	134	1.18e-27	90.1
ucPycProv1_rescue18	Danio_rerio_DRER013080_CENPA_CenpA	60.550	109	154	145	2.12e-47	139
ucPycProv1_rescue18	Homo_sapiens_HSAP011513_CENPA_CenpA	55.140	107	154	140	3.71e-36	111
ucPycProv1_rescue18	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	53.535	99	154	288	1.49e-32	105
ucPycProv1_rescue10	Danio_rerio_DRER013080_CENPA_CenpA	59.292	113	172	145	1.36e-47	140
ucPycProv1_rescue10	Homo_sapiens_HSAP011513_CENPA_CenpA	55.238	105	172	140	2.27e-34	107
ucPycProv1_rescue10	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	47.863	117	172	288	3.79e-32	105
ucPycProv1_rescue20	Danio_rerio_DRER013080_CENPA_CenpA	63.107	103	147	145	5.50e-49	143
ucPycProv1_rescue20	Homo_sapiens_HSAP011513_CENPA_CenpA	60.920	87	147	140	6.88e-35	107
ucPycProv1_rescue20	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	53.061	98	147	288	4.90e-32	104
ucPycProv1_rescue7	Danio_rerio_DRER013080_CENPA_CenpA	63.265	98	182	145	1.23e-47	141
ucPycProv1_rescue7	Homo_sapiens_HSAP011513_CENPA_CenpA	59.341	91	182	140	4.92e-35	109
ucPycProv1_rescue7	Mus_musculus_MMUS037970_Cenpa_CenpA	46.341	123	182	134	1.15e-32	103
cmLunCruc20_rescue8	Danio_rerio_DRER013080_CENPA_CenpA	59.434	106	145	145	8.70e-42	125
cmLunCruc20_rescue8	Mus_musculus_MMUS037970_Cenpa_CenpA	50.435	115	145	134	2.10e-35	108
cmLunCruc20_rescue8	Homo_sapiens_HSAP011513_CENPA_CenpA	56.481	108	145	140	5.57e-35	107
cjHerHutc3_rescue15	Danio_rerio_DRER013080_CENPA_CenpA	55.963	109	199	145	1.97e-41	126
cjHerHutc3_rescue15	Homo_sapiens_HSAP011513_CENPA_CenpA	56.667	90	199	140	9.94e-32	101
cjHerHutc3_rescue15	Mus_musculus_MMUS037970_Cenpa_CenpA	43.511	131	199	134	4.37e-31	99.8
csSphGirg_ENA|OZ244420|OZ244420.1_000789.1	Danio_rerio_DRER013080_CENPA_CenpA	44.643	112	133	145	1.96e-28	90.9
csSphGirg_ENA|OZ244420|OZ244420.1_000789.1	Homo_sapiens_HSAP011513_CENPA_CenpA	40.196	102	133	140	1.32e-18	65.5
csSphGirg_ENA|OZ244420|OZ244420.1_000789.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	38.532	109	133	288	3.10e-18	66.6
caAndHook_ENA|OZ246429|OZ246429.1_000197.1	Danio_rerio_DRER013080_CENPA_CenpA	66.667	39	204	145	3.42e-16	61.2
caAndHook_ENA|OZ246429|OZ246429.1_000197.1	Danio_rerio_DRER013080_CENPA_CenpA	58.333	36	204	145	1.08e-11	48.9
caAndHook_ENA|OZ246429|OZ246429.1_000197.1	Mus_musculus_MMUS037970_Cenpa_CenpA	57.895	38	204	134	1.95e-13	53.5
caAndHook_ENA|OZ246429|OZ246429.1_000197.1	Homo_sapiens_HSAP011513_CENPA_CenpA	58.974	39	204	140	2.90e-13	53.1
cbPolSexa_ENA|OZ222686|OZ222686.1_001111.1	Danio_rerio_DRER013080_CENPA_CenpA	69.767	43	61	145	2.69e-21	69.7
cbPolSexa_ENA|OZ222686|OZ222686.1_001111.1	Homo_sapiens_HSAP011513_CENPA_CenpA	62.791	43	61	140	3.15e-18	61.6
cbPolSexa_ENA|OZ222686|OZ222686.1_001111.1	Mus_musculus_MMUS037970_Cenpa_CenpA	58.140	43	61	134	6.53e-18	60.5
cbPolSexa_ENA|OZ222685|OZ222685.1_001054.1	Danio_rerio_DRER013080_CENPA_CenpA	66.667	39	45	145	1.48e-18	61.6
cbPolSexa_ENA|OZ222685|OZ222685.1_001054.1	Mus_musculus_MMUS037970_Cenpa_CenpA	53.846	39	45	134	5.26e-15	52.4
cbPolSexa_ENA|OZ222685|OZ222685.1_001054.1	Homo_sapiens_HSAP011513_CENPA_CenpA	58.974	39	45	140	1.11e-14	51.6
cbThuTama2_SUPER_3_000079.1	Danio_rerio_DRER013080_CENPA_CenpA	54.867	113	134	145	4.42e-46	135
cbThuTama2_SUPER_3_000079.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	48.000	125	134	288	1.21e-34	110
cbThuTama2_SUPER_3_000079.1	Mus_musculus_MMUS037970_Cenpa_CenpA	42.969	128	134	134	6.72e-34	104
cbIsoPulc3_ENA|OZ210566|OZ210566.1_001820.1	Danio_rerio_DRER013080_CENPA_CenpA	53.982	113	134	145	1.01e-45	134
cbIsoPulc3_ENA|OZ210566|OZ210566.1_001820.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	48.000	125	134	288	1.68e-34	110
cbIsoPulc3_ENA|OZ210566|OZ210566.1_001820.1	Mus_musculus_MMUS037970_Cenpa_CenpA	42.969	128	134	134	5.64e-34	104
cbIsoPulc3_ENA|OZ210564|OZ210564.1_001813.1	Danio_rerio_DRER013080_CENPA_CenpA	53.982	113	134	145	1.01e-45	134
cbIsoPulc3_ENA|OZ210564|OZ210564.1_001813.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	48.000	125	134	288	1.68e-34	110
cbIsoPulc3_ENA|OZ210564|OZ210564.1_001813.1	Mus_musculus_MMUS037970_Cenpa_CenpA	42.969	128	134	134	5.64e-34	104
cbRhyConf_ENA|OZ259491|OZ259491.1_000841.1	Danio_rerio_DRER013080_CENPA_CenpA	46.154	130	158	145	2.76e-40	122
cbRhyConf_ENA|OZ259491|OZ259491.1_000841.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	39.865	148	158	288	3.90e-30	99.8
cbRhyConf_ENA|OZ259491|OZ259491.1_000841.1	Homo_sapiens_HSAP011513_CENPA_CenpA	40.288	139	158	140	5.74e-27	87.8
cbCalCord2_ENA|OZ209165|OZ209165.1_000787.1	Danio_rerio_DRER013080_CENPA_CenpA	56.637	113	134	145	6.97e-47	137
cbCalCord2_ENA|OZ209165|OZ209165.1_000787.1	Mus_musculus_MMUS037970_Cenpa_CenpA	43.750	128	134	134	9.41e-34	103
cbCalCord2_ENA|OZ209165|OZ209165.1_000787.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	46.400	125	134	288	4.29e-33	106
cbCalCord2_ENA|OZ209167|OZ209167.1_000760.1	Danio_rerio_DRER013080_CENPA_CenpA	52.212	113	121	145	1.15e-39	119
cbCalCord2_ENA|OZ209167|OZ209167.1_000760.1	Mus_musculus_MMUS037970_Cenpa_CenpA	40.164	122	121	134	2.84e-28	89.7
cbCalCord2_ENA|OZ209167|OZ209167.1_000760.1	Homo_sapiens_HSAP011513_CENPA_CenpA	40.367	109	121	140	1.14e-24	80.5
cbRhyLore1_SUPER_3_001400.1	Danio_rerio_DRER013080_CENPA_CenpA	52.101	119	146	145	1.30e-42	127
cbRhyLore1_SUPER_3_001400.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	42.466	146	146	288	1.24e-30	100
cbRhyLore1_SUPER_3_001400.1	Homo_sapiens_HSAP011513_CENPA_CenpA	49.000	100	146	140	7.34e-29	92.0
cbHylTriq_ENA|OZ249201|OZ249201.1_003282.1	Danio_rerio_DRER013080_CENPA_CenpA	56.881	109	135	145	5.52e-46	135
cbHylTriq_ENA|OZ249201|OZ249201.1_003282.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	46.400	125	135	288	1.96e-33	107
cbHylTriq_ENA|OZ249201|OZ249201.1_003282.1	Homo_sapiens_HSAP011513_CENPA_CenpA	46.552	116	135	140	3.42e-32	100
cbRhyLore1_SUPER_3_003020.1	Danio_rerio_DRER013080_CENPA_CenpA	47.475	99	109	145	2.62e-29	92.0
cbRhyLore1_SUPER_3_003020.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	40.323	124	109	288	5.71e-23	78.6
cbRhyLore1_SUPER_3_003020.1	Mus_musculus_MMUS037970_Cenpa_CenpA	35.156	128	109	134	2.06e-20	68.9
cbRhyConf_ENA|OZ259494|OZ259494.1_000729.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	62.500	40	71	288	6.96e-14	52.4
cbRhyConf_ENA|OZ259494|OZ259494.1_000729.1	Danio_rerio_DRER013080_CENPA_CenpA	58.824	34	71	145	3.06e-12	46.6
cbRhyConf_ENA|OZ259494|OZ259494.1_000729.1	Mus_musculus_MMUS037970_Cenpa_CenpA	37.705	61	71	134	2.89e-06	30.4
cbCalCord2_ENA|OZ209173|OZ209173.1_000634.1	Danio_rerio_DRER013080_CENPA_CenpA	57.576	99	134	145	2.40e-43	128
cbCalCord2_ENA|OZ209173|OZ209173.1_000634.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	48.000	125	134	288	6.69e-33	105
cbCalCord2_ENA|OZ209173|OZ209173.1_000634.1	Mus_musculus_MMUS037970_Cenpa_CenpA	44.531	128	134	134	9.34e-33	101
cbIsoPulc3_ENA|OZ210568|OZ210568.1_000797.1	Danio_rerio_DRER013080_CENPA_CenpA	57.576	99	134	145	2.48e-43	128
cbIsoPulc3_ENA|OZ210568|OZ210568.1_000797.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	48.000	125	134	288	7.44e-33	105
cbIsoPulc3_ENA|OZ210568|OZ210568.1_000797.1	Mus_musculus_MMUS037970_Cenpa_CenpA	44.531	128	134	134	8.94e-33	101
cbThuTama2_SUPER_8_000860.1	Danio_rerio_DRER013080_CENPA_CenpA	54.651	86	124	145	1.02e-34	106
cbThuTama2_SUPER_8_000860.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	47.826	115	124	288	5.08e-30	97.8
cbThuTama2_SUPER_8_000860.1	Mus_musculus_MMUS037970_Cenpa_CenpA	41.739	115	124	134	1.73e-25	82.4
cbIsoPulc3_ENA|OZ210567|OZ210567.1_000808.1	Danio_rerio_DRER013080_CENPA_CenpA	55.294	85	131	145	3.18e-34	105
cbIsoPulc3_ENA|OZ210567|OZ210567.1_000808.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	45.082	122	131	288	1.03e-28	94.7
cbIsoPulc3_ENA|OZ210567|OZ210567.1_000808.1	Mus_musculus_MMUS037970_Cenpa_CenpA	42.105	114	131	134	1.94e-24	80.1
cbHylTriq_ENA|OZ249204|OZ249204.1_001870.1	Danio_rerio_DRER013080_CENPA_CenpA	55.294	85	128	145	4.05e-34	105
cbHylTriq_ENA|OZ249204|OZ249204.1_001870.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	45.217	115	128	288	6.34e-27	90.1
cbHylTriq_ENA|OZ249204|OZ249204.1_001870.1	Mus_musculus_MMUS037970_Cenpa_CenpA	41.880	117	128	134	2.16e-24	80.1
cbCalCord2_ENA|OZ209170|OZ209170.1_000696.1	Danio_rerio_DRER013080_CENPA_CenpA	47.059	119	152	145	5.82e-34	105
cbCalCord2_ENA|OZ209170|OZ209170.1_000696.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	45.082	122	152	288	5.36e-29	96.3
cbCalCord2_ENA|OZ209170|OZ209170.1_000696.1	Mus_musculus_MMUS037970_Cenpa_CenpA	39.850	133	152	134	9.43e-25	81.6
paTetJugo1_chr_11_000044.1	Homo_sapiens_HSAP011513_CENPA_CenpA	50.485	103	169	140	9.64e-33	102
paTetJugo1_chr_11_000044.1	Danio_rerio_DRER013080_CENPA_CenpA	52.128	94	169	145	5.25e-32	101
paTetJugo1_chr_11_000044.1	Mus_musculus_MMUS037970_Cenpa_CenpA	44.444	117	169	134	2.97e-31	99.0
lpJunSqua1_rescue18	Danio_rerio_DRER013080_CENPA_CenpA	55.294	85	159	145	3.49e-31	99.0
lpJunSqua1_rescue18	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	53.488	86	159	288	5.73e-26	88.6
lpJunSqua1_rescue18	Homo_sapiens_HSAP011513_CENPA_CenpA	45.946	74	159	140	2.66e-20	70.5
lpJunEffu1_SUPER_6_000665.1	Danio_rerio_DRER013080_CENPA_CenpA	59.184	98	177	145	1.75e-39	120
lpJunEffu1_SUPER_6_000665.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	48.980	98	177	288	4.09e-26	89.7
lpJunEffu1_SUPER_6_000665.1	Mus_musculus_MMUS037970_Cenpa_CenpA	40.984	122	177	134	3.34e-25	83.6
lpJunBufo_ENA|OZ263730|OZ263730.1_000539.1	Danio_rerio_DRER013080_CENPA_CenpA	52.991	117	175	145	6.09e-40	121
lpJunBufo_ENA|OZ263730|OZ263730.1_000539.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	48.980	98	175	288	3.57e-27	92.4
lpJunBufo_ENA|OZ263730|OZ263730.1_000539.1	Homo_sapiens_HSAP011513_CENPA_CenpA	44.037	109	175	140	6.00e-26	85.9
lpJunBufo_ENA|OZ263725|OZ263725.1_000072.1	Danio_rerio_DRER013080_CENPA_CenpA	56.075	107	194	145	1.27e-39	121
lpJunBufo_ENA|OZ263725|OZ263725.1_000072.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	40.523	153	194	288	1.38e-26	91.7
lpJunBufo_ENA|OZ263725|OZ263725.1_000072.1	Homo_sapiens_HSAP011513_CENPA_CenpA	49.412	85	194	140	6.59e-25	83.6
lpJunBufo_ENA|OZ263723|OZ263723.1_000578.1	Danio_rerio_DRER013080_CENPA_CenpA	52.137	117	175	145	5.40e-39	119
lpJunBufo_ENA|OZ263723|OZ263723.1_000578.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	48.980	98	175	288	2.03e-26	90.5
lpJunBufo_ENA|OZ263723|OZ263723.1_000578.1	Homo_sapiens_HSAP011513_CENPA_CenpA	44.037	109	175	140	2.68e-26	86.7
lpLuzSylv1_SUPER_4_002983.1	Danio_rerio_DRER013080_CENPA_CenpA	62.245	98	180	145	3.62e-43	130
lpLuzSylv1_SUPER_4_002983.1	Mus_musculus_MMUS037970_Cenpa_CenpA	45.902	122	180	134	2.26e-33	104
lpLuzSylv1_SUPER_4_002983.1	Homo_sapiens_HSAP011513_CENPA_CenpA	57.471	87	180	140	5.16e-33	103
lpLuzSylv1_SUPER_5_000676.1	Danio_rerio_DRER013080_CENPA_CenpA	51.807	83	240	145	4.55e-27	90.5
lpLuzSylv1_SUPER_5_000676.1	Mus_musculus_MMUS037970_Cenpa_CenpA	40.000	100	240	134	8.68e-21	73.9
lpLuzSylv1_SUPER_5_000676.1	Homo_sapiens_HSAP011513_CENPA_CenpA	48.611	72	240	140	1.24e-19	70.9
lpLuzPall_ENA|OZ187632|OZ187632.1_002533.1	Danio_rerio_DRER013080_CENPA_CenpA	57.647	85	164	145	1.72e-35	110
lpLuzPall_ENA|OZ187632|OZ187632.1_002533.1	Mus_musculus_MMUS037970_Cenpa_CenpA	42.478	113	164	134	3.46e-28	90.9
lpLuzPall_ENA|OZ187632|OZ187632.1_002533.1	Homo_sapiens_HSAP011513_CENPA_CenpA	52.703	74	164	140	3.14e-25	83.6
