spA	spB	mya	mean_pct_id	frac_sig	n_hits	group
idhydcyrt	inchrcarn	329.40977175	30.729652490433377	0.0	526	Invertebrates
idhydcyrt	ipisogram	372.216681	26.651973010355555	0.0	162	Invertebrates
idhydcyrt	ipnemdubi	372.21668099	25.17466968134522	0.0	19	Invertebrates
idhydcyrt	iyabicand	342.295923555	27.385462820573352	0.0	275	Invertebrates
idhydcyrt	iyambarma	342.295923565	32.709100201987	0.0	742	Invertebrates
idhydcyrt	iyanddors	342.29592357	30.717037157470937	0.0	761	Invertebrates
idhydcyrt	iyanonige	342.29592358499997	26.3805536240617	0.0	137	Invertebrates
idhydcyrt	iyapainim	342.29592357	35.32894136781445	0.0	871	Invertebrates
idhydcyrt	iyathrosa	342.29592355	33.17208278776877	0.0	973	Invertebrates
idhydcyrt	iybomhypn	342.29592358499997	31.981262705575958	0.0	828	Invertebrates
idhydcyrt	iycoeconi	342.29592357	26.20145548832489	0.0	93	Invertebrates
idhydcyrt	iyectcont	342.295923565	34.35781488355658	0.0	794	Invertebrates
idhydcyrt	iylasvill	342.295923565	37.43821653602294	0.0	971	Invertebrates
idhydcyrt	iymacalbo	342.295923565	29.1426688437554	0.0	388	Invertebrates
idhydcyrt	iymaceuro	342.29592357	33.4904564138637	0.0	609	Invertebrates
idhydcyrt	iymimdahl	342.29592358499997	25.57449126392789	0.0	64	Invertebrates
idhydcyrt	iynomfabr	342.29592358499997	28.121152601873867	0.0	338	Invertebrates
idhydcyrt	iynysspin	342.295923565	27.405069784126564	0.0	203	Invertebrates
idhydcyrt	iyophlute	342.29592359000003	27.538664128040374	0.0	260	Invertebrates
idhydcyrt	iypemlugu	342.29592357	26.100208853258312	0.0	97	Invertebrates
idhydcyrt	iypripert	342.29592358499997	33.352117467694136	0.0	962	Invertebrates
idhydcyrt	iyseltumu	342.295923565	28.357530520346685	0.0	295	Invertebrates
idhydcyrt	iystephae	342.29592357	26.52251062559948	0.0	181	Invertebrates
idhydcyrt	iytipfemo	342.295923605	29.96461795005444	0.0	538	Invertebrates
idhydcyrt	iyvesvulg	342.295923555	34.97980271016559	0.0	816	Invertebrates
idhydcyrt	iyvulbima	342.295923565	27.85675853956682	0.0	274	Invertebrates
idhydcyrt	jadialine	785.8284400580001	31.08873482363498	0.0	532	Invertebrates
idhydcyrt	janemvect	785.8284400580001	31.570130224753505	0.0	617	Invertebrates
idhydcyrt	jaricflor	785.828440108	34.59433383499237	0.0	885	Invertebrates
idhydcyrt	jrhalocto	785.828440108	36.06510636185032	0.0	958	Invertebrates
idhydcyrt	kaaplturb	700.334056568	27.00434403985396	0.0	210	Invertebrates
idhydcyrt	laaliplan	1341.4832901179998	26.099148454115447	0.0	106	Cross-group
idhydcyrt	laapodist	1341.483290123	25.547699687439568	0.0	57	Cross-group
idhydcyrt	lapotnata	1341.483290123	26.886802525825065	0.0	226	Cross-group
idhydcyrt	latrimari	1341.483290123	36.89069225260513	0.001	973	Cross-group
idhydcyrt	lpcardepa	1341.4832901179998	36.30888350458323	0.0	997	Cross-group
idhydcyrt	lpcypfusc	1341.4832901169998	33.38012744055657	0.0	792	Cross-group
idhydcyrt	lpdigsang	1341.4832901179998	31.51629440024639	0.0	708	Cross-group
idhydcyrt	lpelequin	1341.4832901125	30.292626776582285	0.0	549	Cross-group
idhydcyrt	lperiangu	1341.4832901155	34.60277270465685	0.0	836	Cross-group
idhydcyrt	lpjunbufo	1341.4832901179998	34.187294954550374	0.0	806	Cross-group
idhydcyrt	lpjuneffu	1341.4832901179998	36.73854215524722	0.0	995	Cross-group
idhydcyrt	lpjunsqua	1341.4832901179998	33.0348001047023	0.0	872	Cross-group
idhydcyrt	lpleeoryz	1341.4832901179998	29.37830647183276	0.0	442	Cross-group
idhydcyrt	lpluzpall	1341.4832901129998	32.76140852217015	0.0	702	Cross-group
idhydcyrt	lpluzsylv	1341.4832901129998	35.13377585982894	0.0	926	Cross-group
idhydcyrt	lpphlprat	1341.4832901159998	29.92003881389922	0.0	565	Cross-group
idhydcyrt	lpschlacu	1341.4832901145	35.13599690340338	0.0	983	Cross-group
idhydcyrt	lpschtabe	1341.4832901145	34.15882451654431	0.0	929	Cross-group
idhydcyrt	lpschtriq	1341.4832901145	33.44543185262372	0.0	906	Cross-group
idhydcyrt	lsirifoet	1341.4832901179998	37.04562500296759	0.0	999	Cross-group
idhydcyrt	mcanlor	700.334056588	25.41404789338001	0.0	33	Cross-group
idhydcyrt	mcerela	700.334056588	25.135721316198964	0.0	13	Cross-group
idhydcyrt	mdicbic	700.334056588	29.59450860314301	0.0	470	Cross-group
idhydcyrt	melemax	700.334056588	32.05856282968391	0.0	705	Cross-group
idhydcyrt	mlemcat	700.334056598	25.11418036849654	0.0	13	Cross-group
idhydcyrt	mmelmel	700.334056588	34.72936646422381	0.0	947	Cross-group
idhydcyrt	morcorc	700.334056588	30.061790310755597	0.0	506	Cross-group
idhydcyrt	ocsyccili	871.322823688	29.83593491257775	0.0	456	Invertebrates
idhydcyrt	qeallfusc	433.470948388	34.22028498303858	0.0	939	Invertebrates
idhydcyrt	qelepcurv	433.470948388	26.719532848186475	0.0	182	Invertebrates
idhydcyrt	qeorcflav	433.470948388	35.67411928072322	0.0	980	Invertebrates
idhydcyrt	roscan_s	1341.483290121	38.71712109196952	0.0	983	Cross-group
idhydcyrt	rviplat	700.334056608	26.16321065805391	0.0	123	Cross-group
idhydcyrt	tnlinlong	653.039017198	32.94982646302116	0.0	877	Invertebrates
idhydcyrt	tzbugstol	653.039017203	32.76169922838292	0.0	696	Invertebrates
idhydcyrt	tzmemmemb	653.039017203	31.262115918427707	0.0	554	Invertebrates
idhydcyrt	wpalivire	653.0390172079999	35.03923611785879	0.0	959	Invertebrates
idhydcyrt	wplepclav	653.0390172079999	32.73149572877982	0.0	669	Invertebrates
idhydcyrt	xblimfort	653.039017243	32.90594353150489	0.0	913	Invertebrates
idhydcyrt	xggibmagu	653.039017233	27.838269179621392	0.0	273	Invertebrates
idmacatri	idphymeln	223.428437605	35.320390499793376	0.0	273	Invertebrates
idmacatri	idpolamen	223.42843761	33.26635294785505	0.0	262	Invertebrates
idmacatri	idproazur	223.428437605	35.32087542548641	0.0	277	Invertebrates
idmacatri	ieclodipt	386.210971573	32.97419811038454	0.0	226	Invertebrates
idmacatri	ieecdtorr	386.210971573	35.7316291614634	0.0	268	Invertebrates
idmacatri	ieprobifi	386.210971573	34.64749614352075	0.0	239	Invertebrates
idmacatri	iesipalte	386.210971573	35.09108282024512	0.0	258	Invertebrates
idmacatri	iilimluna	316.523619955	35.90722375037648	0.0	274	Invertebrates
idmacatri	iilimmarm	316.523619955	37.54692558488224	0.0	279	Invertebrates
idmacatri	iilimrhom	316.523619955	38.75623283046822	0.0	277	Invertebrates
idmacatri	inchrcarn	329.40977176	35.95183725570521	0.0	276	Invertebrates
idmacatri	ipisogram	372.21668101	32.997743266074906	0.0	260	Invertebrates
idmacatri	ipnemdubi	372.216681	25.756602869647896	0.0	27	Invertebrates
idmacatri	iyabicand	342.295923565	26.878088881019067	0.0	55	Invertebrates
idmacatri	iyambarma	342.295923575	29.71500765531141	0.0	144	Invertebrates
idmacatri	iyanddors	342.29592358	36.04083805761322	0.0	263	Invertebrates
idmacatri	iyanonige	342.295923595	28.245180692558044	0.0	88	Invertebrates
idmacatri	iyapainim	342.29592358	30.783106481917883	0.0	178	Invertebrates
idmacatri	iyathrosa	342.29592356	31.763496294454296	0.0	268	Invertebrates
idmacatri	iybomhypn	342.295923595	30.327594903324314	0.0	182	Invertebrates
idmacatri	iycoeconi	342.29592358	25.0	0.0	0	Invertebrates
idmacatri	iyectcont	342.295923575	25.65948541952412	0.0	21	Invertebrates
idmacatri	iylasvill	342.295923575	32.066626833727874	0.0	197	Invertebrates
idmacatri	iymacalbo	342.295923575	37.0622687246722	0.0	278	Invertebrates
idmacatri	iymaceuro	342.29592358	34.30186837232557	0.0	249	Invertebrates
idmacatri	iymimdahl	342.295923595	25.241179218141973	0.0	7	Invertebrates
idmacatri	iynomfabr	342.295923595	26.502233658287423	0.0	46	Invertebrates
idmacatri	iynysspin	342.295923575	27.849717334198587	0.0	84	Invertebrates
idmacatri	iyophlute	342.29592360000004	32.89572304838595	0.0	218	Invertebrates
idmacatri	iypemlugu	342.29592358	33.734277120393564	0.0	165	Invertebrates
idmacatri	iypripert	342.295923595	32.04232576648019	0.0	197	Invertebrates
idmacatri	iyseltumu	342.295923575	31.45868249312584	0.0	213	Invertebrates
idmacatri	iystephae	342.29592358	32.32848419317216	0.0	241	Invertebrates
idmacatri	iytipfemo	342.295923615	35.263375074134906	0.0	253	Invertebrates
idmacatri	iyvesvulg	342.295923565	33.58039300686701	0.0	237	Invertebrates
idmacatri	iyvulbima	342.295923575	28.54228067458059	0.0	107	Invertebrates
idmacatri	jadialine	785.828440068	36.77505687550072	0.0	276	Invertebrates
idmacatri	janemvect	785.828440068	34.561312316917046	0.0	247	Invertebrates
idmacatri	jaricflor	785.8284401180001	28.22774297964111	0.0	88	Invertebrates
idmacatri	jrhalocto	785.8284401180001	32.89910171961922	0.0	265	Invertebrates
idmacatri	kaaplturb	700.334056578	37.51504364625855	0.0	263	Invertebrates
idmacatri	laaliplan	1341.483290128	26.263982227881822	0.0	36	Cross-group
idmacatri	laapodist	1341.483290133	26.613658824059303	0.0	44	Cross-group
idmacatri	lapotnata	1341.483290133	26.93902149304317	0.0	60	Cross-group
idmacatri	latrimari	1341.483290133	35.06987055266339	0.0	234	Cross-group
idmacatri	lpcardepa	1341.483290128	31.548171075691084	0.0	187	Cross-group
idmacatri	lpcypfusc	1341.483290127	37.53916125493202	0.0	265	Cross-group
idmacatri	lpdigsang	1341.483290128	34.18984748175323	0.0	262	Cross-group
idmacatri	lpelequin	1341.4832901225	34.25772346651606	0.0	278	Cross-group
idmacatri	lperiangu	1341.4832901255	28.37055056315313	0.0	122	Cross-group
idmacatri	lpjunbufo	1341.483290128	33.90733390846599	0.0	259	Cross-group
idmacatri	lpjuneffu	1341.483290128	37.25210925169093	0.010752688172043	278	Cross-group
idmacatri	lpjunsqua	1341.483290128	35.229982899995775	0.0	250	Cross-group
idmacatri	lpleeoryz	1341.483290128	32.32866438369848	0.0	192	Cross-group
idmacatri	lpluzpall	1341.483290123	33.744368878099934	0.0	228	Cross-group
idmacatri	lpluzsylv	1341.483290123	38.68524703492181	0.0	276	Cross-group
idmacatri	lpphlprat	1341.483290126	31.79369528916694	0.0	197	Cross-group
idmacatri	lpschlacu	1341.4832901245	38.49342070427907	0.0	279	Cross-group
idmacatri	lpschtabe	1341.4832901245	38.35882268149806	0.0	279	Cross-group
idmacatri	lpschtriq	1341.4832901245	35.30878158200981	0.0	279	Cross-group
idmacatri	lsirifoet	1341.483290128	36.67497540411673	0.0	279	Cross-group
idmacatri	mcanlor	700.334056598	28.294955111582453	0.0	103	Cross-group
idmacatri	mcerela	700.334056598	26.79549290779053	0.0	57	Cross-group
idmacatri	mdicbic	700.334056598	30.02570187312505	0.0	159	Cross-group
idmacatri	melemax	700.334056598	26.50072072955699	0.0	46	Cross-group
idmacatri	mlemcat	700.334056608	26.666112658972235	0.0	62	Cross-group
idmacatri	mmelmel	700.334056598	31.693488347074524	0.0	207	Cross-group
idmacatri	morcorc	700.334056598	25.410449111790285	0.0	13	Cross-group
idmacatri	ocsyccili	871.322823698	31.180058649090025	0.0	170	Invertebrates
idmacatri	qeallfusc	433.470948398	35.3067047952812	0.0	256	Invertebrates
idmacatri	qelepcurv	433.470948398	26.8258220446921	0.0	55	Invertebrates
idmacatri	qeorcflav	433.470948398	29.84461038659796	0.0	172	Invertebrates
idmacatri	roscan_s	1341.483290131	33.59120873462598	0.0	245	Cross-group
idmacatri	rviplat	700.334056618	26.060161544206757	0.0	32	Cross-group
idmacatri	tnlinlong	653.039017208	27.877325399932204	0.0	91	Invertebrates
idmacatri	tzbugstol	653.039017213	32.915576249613416	0.0	205	Invertebrates
idmacatri	tzmemmemb	653.039017213	30.06797528693092	0.0	139	Invertebrates
idmacatri	wpalivire	653.039017218	32.84372164492692	0.0	240	Invertebrates
idmacatri	wplepclav	653.039017218	25.181419355541724	0.0	5	Invertebrates
idmacatri	xblimfort	653.039017253	32.13774818112369	0.0	264	Invertebrates
idmacatri	xggibmagu	653.039017243	35.258705542618046	0.0	257	Invertebrates
idphymeln	idpolamen	74.476145865	34.11849015710359	0.0	999	Invertebrates
idphymeln	idproazur	93.09518233	34.18620845804549	0.0	999	Invertebrates
idphymeln	ieclodipt	386.210971578	33.53292246337072	0.0	976	Invertebrates
idphymeln	ieecdtorr	386.210971578	33.843340637934006	0.0	988	Invertebrates
idphymeln	ieprobifi	386.210971578	33.5108795452081	0.0	973	Invertebrates
idphymeln	iesipalte	386.210971578	35.441360051196376	0.002	999	Invertebrates
idphymeln	iilimluna	316.52361996	33.97560877446244	0.0	995	Invertebrates
idphymeln	iilimmarm	316.52361996	34.628205386334464	0.001	1000	Invertebrates
idphymeln	iilimrhom	316.52361996	34.35378230450689	0.0	998	Invertebrates
idphymeln	inchrcarn	329.409771765	34.77483746059821	0.001	998	Invertebrates
idphymeln	ipisogram	372.216681015	27.56902306198488	0.0	408	Invertebrates
idphymeln	ipnemdubi	372.216681005	25.48350195970886	0.0	62	Invertebrates
idphymeln	iyabicand	342.29592357	31.64562320819029	0.0	876	Invertebrates
idphymeln	iyambarma	342.29592358	30.044167268319143	0.0	643	Invertebrates
idphymeln	iyanddors	342.295923585	30.09296244416482	0.0	715	Invertebrates
idphymeln	iyanonige	342.29592360000004	32.79207639688792	0.0	908	Invertebrates
idphymeln	iyapainim	342.295923585	32.07570603005857	0.0	871	Invertebrates
idphymeln	iyathrosa	342.295923565	31.316545705590617	0.0	973	Invertebrates
idphymeln	iybomhypn	342.29592360000004	29.97334667844286	0.0	640	Invertebrates
idphymeln	iycoeconi	342.295923585	25.12585651840254	0.0	15	Invertebrates
idphymeln	iyectcont	342.29592358	27.193592150487653	0.0	288	Invertebrates
idphymeln	iylasvill	342.29592358	32.964191619318306	0.0	905	Invertebrates
idphymeln	iymacalbo	342.29592358	32.31904592912481	0.0	918	Invertebrates
idphymeln	iymaceuro	342.295923585	27.004393993115112	0.0	271	Invertebrates
idphymeln	iymimdahl	342.29592360000004	25.48067685589532	0.0	67	Invertebrates
idphymeln	iynomfabr	342.29592360000004	28.63597022138793	0.0	524	Invertebrates
idphymeln	iynysspin	342.29592358	26.5284474942229	0.0	227	Invertebrates
idphymeln	iyophlute	342.295923605	29.72144748251276	0.0	614	Invertebrates
idphymeln	iypemlugu	342.295923585	29.93196731428311	0.0	584	Invertebrates
idphymeln	iypripert	342.29592360000004	32.63286504129421	0.0	810	Invertebrates
idphymeln	iyseltumu	342.29592358	31.68307821534155	0.0	862	Invertebrates
idphymeln	iystephae	342.295923585	31.121969992205216	0.0	924	Invertebrates
idphymeln	iytipfemo	342.29592362000005	27.303393496912093	0.0	328	Invertebrates
idphymeln	iyvesvulg	342.29592357	34.98442417800804	0.0	1000	Invertebrates
idphymeln	iyvulbima	342.29592358	30.86622866555637	0.0	804	Invertebrates
idphymeln	jadialine	785.828440073	34.12910142678072	0.0	998	Invertebrates
idphymeln	janemvect	785.828440073	32.73139907555766	0.0	856	Invertebrates
idphymeln	jaricflor	785.8284401230001	34.210500988416264	0.0	982	Invertebrates
idphymeln	jrhalocto	785.8284401230001	31.3082192559082	0.0	903	Invertebrates
idphymeln	kaaplturb	700.334056583	34.51952977075539	0.003	997	Invertebrates
idphymeln	laaliplan	1341.483290133	29.538218468431754	0.0	594	Cross-group
idphymeln	laapodist	1341.483290138	31.03995090154388	0.0	742	Cross-group
idphymeln	lapotnata	1341.483290138	27.59209974891193	0.0	388	Cross-group
idphymeln	latrimari	1341.483290138	35.71326871871961	0.0	999	Cross-group
idphymeln	lpcardepa	1341.483290133	31.501250331436843	0.0	924	Cross-group
idphymeln	lpcypfusc	1341.483290132	28.455888440749263	0.0	460	Cross-group
idphymeln	lpdigsang	1341.483290133	28.076129574650647	0.0	415	Cross-group
idphymeln	lpelequin	1341.4832901275	32.608009746596736	0.0	963	Cross-group
idphymeln	lperiangu	1341.4832901304999	29.957607728152944	0.0	707	Cross-group
idphymeln	lpjunbufo	1341.483290133	34.026390328270026	0.001	967	Cross-group
idphymeln	lpjuneffu	1341.483290133	35.349270858249064	0.0	1000	Cross-group
idphymeln	lpjunsqua	1341.483290133	31.16480197111529	0.0	855	Cross-group
idphymeln	lpleeoryz	1341.483290133	30.22949606403636	0.0	709	Cross-group
idphymeln	lpluzpall	1341.4832901280001	32.35601569122803	0.0	932	Cross-group
idphymeln	lpluzsylv	1341.4832901280001	34.44167211384605	0.001	999	Cross-group
idphymeln	lpphlprat	1341.483290131	28.1236017883218	0.0	407	Cross-group
idphymeln	lpschlacu	1341.4832901295	34.893181576866574	0.002	999	Cross-group
idphymeln	lpschtabe	1341.4832901295	34.65354576021418	0.0	999	Cross-group
idphymeln	lpschtriq	1341.4832901295	33.07626243672549	0.0	993	Cross-group
idphymeln	lsirifoet	1341.483290133	36.3279333662322	0.003	1000	Cross-group
idphymeln	mcanlor	700.3340566029999	27.53842564956288	0.0	325	Cross-group
idphymeln	mcerela	700.3340566029999	25.960236556703787	0.0	105	Cross-group
idphymeln	mdicbic	700.3340566029999	27.03696773567412	0.0	277	Cross-group
idphymeln	melemax	700.3340566029999	25.39707625818842	0.0	49	Cross-group
idphymeln	mlemcat	700.334056613	25.752017088062143	0.0	112	Cross-group
idphymeln	mmelmel	700.3340566029999	30.527926337265395	0.005	668	Cross-group
idphymeln	morcorc	700.3340566029999	25.864281939586316	0.0	111	Cross-group
idphymeln	ocsyccili	871.322823703	31.73615901360257	0.0	895	Invertebrates
idphymeln	qeallfusc	433.47094840299997	30.489698135028085	0.0	746	Invertebrates
idphymeln	qelepcurv	433.47094840299997	29.178356019896363	0.0	509	Invertebrates
idphymeln	qeorcflav	433.47094840299997	29.837216695544928	0.0	660	Invertebrates
idphymeln	roscan_s	1341.483290136	29.42885576460133	0.0	539	Cross-group
idphymeln	rviplat	700.3340566229999	28.39359695054386	0.0	464	Cross-group
idphymeln	tnlinlong	653.0390172130001	27.4528317732881	0.0	347	Invertebrates
idphymeln	tzbugstol	653.039017218	32.25051021757413	0.0	841	Invertebrates
idphymeln	tzmemmemb	653.039017218	32.9493947825121	0.0	950	Invertebrates
idphymeln	wpalivire	653.039017223	27.66386022555137	0.0	352	Invertebrates
idphymeln	wplepclav	653.039017223	27.038538033532244	0.0	242	Invertebrates
idphymeln	xblimfort	653.0390172580001	31.31203395196192	0.0	979	Invertebrates
idphymeln	xggibmagu	653.0390172479999	32.23075624206411	0.0	897	Invertebrates
idpolamen	idproazur	93.095182335	35.00300267895022	0.0	1000	Invertebrates
idpolamen	ieclodipt	386.210971583	35.60936507490558	0.0	995	Invertebrates
idpolamen	ieecdtorr	386.210971583	34.60051148541219	0.0	998	Invertebrates
idpolamen	ieprobifi	386.210971583	35.884827822423425	0.0	970	Invertebrates
idpolamen	iesipalte	386.210971583	36.48960933504662	0.0	996	Invertebrates
idpolamen	iilimluna	316.52361996499997	34.16034528423801	0.0	983	Invertebrates
idpolamen	iilimmarm	316.52361996499997	36.84912849794098	0.0	1000	Invertebrates
idpolamen	iilimrhom	316.52361996499997	35.44639621187655	0.0	1000	Invertebrates
idpolamen	inchrcarn	329.40977177	36.37919502968313	0.001	978	Invertebrates
idpolamen	ipisogram	372.21668102	27.679673570840627	0.0	352	Invertebrates
idpolamen	ipnemdubi	372.21668101	25.2456824341017	0.0	33	Invertebrates
idpolamen	iyabicand	342.29592357499996	27.864446859542724	0.0	367	Invertebrates
idpolamen	iyambarma	342.29592358499997	32.10107461695355	0.0	889	Invertebrates
idpolamen	iyanddors	342.29592359000003	31.194260735169337	0.0	886	Invertebrates
idpolamen	iyanonige	342.295923605	33.03576154614403	0.0	972	Invertebrates
idpolamen	iyapainim	342.29592359000003	31.629097048607424	0.0	730	Invertebrates
idpolamen	iyathrosa	342.29592357	31.92834235324881	0.0	980	Invertebrates
idpolamen	iybomhypn	342.295923605	29.557845940883848	0.0	530	Invertebrates
idpolamen	iycoeconi	342.29592359000003	25.10230186134129	0.0	12	Invertebrates
idpolamen	iyectcont	342.29592358499997	27.26902462370039	0.0	329	Invertebrates
idpolamen	iylasvill	342.29592358499997	34.29493587621548	0.0	975	Invertebrates
idpolamen	iymacalbo	342.29592358499997	36.5288208685993	0.0	998	Invertebrates
idpolamen	iymaceuro	342.29592359000003	32.11711886515489	0.0	824	Invertebrates
idpolamen	iymimdahl	342.295923605	25.35412458758245	0.0	43	Invertebrates
idpolamen	iynomfabr	342.295923605	29.26130003644205	0.0	423	Invertebrates
idpolamen	iynysspin	342.29592358499997	25.60442588695678	0.0	80	Invertebrates
idpolamen	iyophlute	342.29592361	32.236328623451584	0.0	981	Invertebrates
idpolamen	iypemlugu	342.29592359000003	31.245499194483088	0.0	739	Invertebrates
idpolamen	iypripert	342.295923605	32.90831764079651	0.0	951	Invertebrates
idpolamen	iyseltumu	342.29592358499997	32.70523053787416	0.0	864	Invertebrates
idpolamen	iystephae	342.29592359000003	28.827514372043435	0.0	570	Invertebrates
idpolamen	iytipfemo	342.295923625	26.93048080610276	0.0	259	Invertebrates
idpolamen	iyvesvulg	342.29592357499996	36.63534751315144	0.003	998	Invertebrates
idpolamen	iyvulbima	342.29592358499997	32.0039961928026	0.0	965	Invertebrates
idpolamen	jadialine	785.8284400780001	35.47710522420189	0.0	998	Invertebrates
idpolamen	janemvect	785.8284400780001	35.018112665242256	0.0	973	Invertebrates
idpolamen	jaricflor	785.828440128	34.35816705950449	0.0	990	Invertebrates
idpolamen	jrhalocto	785.828440128	36.89333458586201	0.0	992	Invertebrates
idpolamen	kaaplturb	700.3340565880001	36.62659288131067	0.001	974	Invertebrates
idpolamen	laaliplan	1341.483290138	32.94340122681351	0.0	870	Cross-group
idpolamen	laapodist	1341.483290143	34.148553499302025	0.0	887	Cross-group
idpolamen	lapotnata	1341.483290143	26.925174502980838	0.0	267	Cross-group
idpolamen	latrimari	1341.483290143	39.11755002639155	0.0	997	Cross-group
idpolamen	lpcardepa	1341.483290138	31.357344314163274	0.0	701	Cross-group
idpolamen	lpcypfusc	1341.483290137	32.051156977091736	0.0	926	Cross-group
idpolamen	lpdigsang	1341.483290138	27.56293881628029	0.0	318	Cross-group
idpolamen	lpelequin	1341.4832901324999	33.91745454614924	0.0	989	Cross-group
idpolamen	lperiangu	1341.4832901354998	28.043084018896355	0.0	355	Cross-group
idpolamen	lpjunbufo	1341.483290138	35.58850008831277	0.0	997	Cross-group
idpolamen	lpjuneffu	1341.483290138	37.35863866872474	0.001	999	Cross-group
idpolamen	lpjunsqua	1341.483290138	32.1829038458161	0.0	898	Cross-group
idpolamen	lpleeoryz	1341.483290138	28.213767426088967	0.0	419	Cross-group
idpolamen	lpluzpall	1341.483290133	33.144319576891355	0.0	938	Cross-group
idpolamen	lpluzsylv	1341.483290133	35.24089127267178	0.0	1000	Cross-group
idpolamen	lpphlprat	1341.483290136	26.89054405127285	0.0	267	Cross-group
idpolamen	lpschlacu	1341.4832901344998	35.054758591412025	0.0	999	Cross-group
idpolamen	lpschtabe	1341.4832901344998	35.78914071150524	0.0	1000	Cross-group
idpolamen	lpschtriq	1341.4832901344998	34.794789651064335	0.0	997	Cross-group
idpolamen	lsirifoet	1341.483290138	38.74438560765979	0.001	1000	Cross-group
idpolamen	mcanlor	700.334056608	33.16126616251727	0.0	834	Cross-group
idpolamen	mcerela	700.334056608	25.661060757256937	0.0	80	Cross-group
idpolamen	mdicbic	700.334056608	28.68987569513937	0.0	468	Cross-group
idpolamen	melemax	700.334056608	25.672363530475337	0.0	86	Cross-group
idpolamen	mlemcat	700.334056618	30.381063833437985	0.0	767	Cross-group
idpolamen	mmelmel	700.334056608	32.58520939747146	0.0	867	Cross-group
idpolamen	morcorc	700.334056608	26.542046397683656	0.0	224	Cross-group
idpolamen	ocsyccili	871.322823708	32.42674189630592	0.0	888	Invertebrates
idpolamen	qeallfusc	433.470948408	33.31423235041701	0.0	990	Invertebrates
idpolamen	qelepcurv	433.470948408	34.98093513249928	0.0	944	Invertebrates
idpolamen	qeorcflav	433.470948408	31.069345919775564	0.0	752	Invertebrates
idpolamen	roscan_s	1341.483290141	35.07639350851733	0.0	978	Cross-group
idpolamen	rviplat	700.334056628	28.303236294934003	0.0	417	Cross-group
idpolamen	tnlinlong	653.039017218	27.394779162206905	0.0	305	Invertebrates
idpolamen	tzbugstol	653.039017223	33.542162480712925	0.0	972	Invertebrates
idpolamen	tzmemmemb	653.039017223	36.2661514840494	0.0	988	Invertebrates
idpolamen	wpalivire	653.0390172279999	26.42936366297136	0.0	170	Invertebrates
idpolamen	wplepclav	653.0390172279999	28.6338654939126	0.0	435	Invertebrates
idpolamen	xblimfort	653.039017263	32.91806494168485	0.0	990	Invertebrates
idpolamen	xggibmagu	653.039017253	29.819611537148656	0.0	555	Invertebrates
idproazur	ieclodipt	386.210971578	36.988680412078764	0.001	995	Invertebrates
idproazur	ieecdtorr	386.210971578	37.18142561590224	0.0	978	Invertebrates
idproazur	ieprobifi	386.210971578	34.74697623295088	0.0	924	Invertebrates
idproazur	iesipalte	386.210971578	37.98197185863816	0.0	989	Invertebrates
idproazur	iilimluna	316.52361996	37.00292068718491	0.0	993	Invertebrates
idproazur	iilimmarm	316.52361996	37.27448589345779	0.0	997	Invertebrates
idproazur	iilimrhom	316.52361996	37.41720213582454	0.0	990	Invertebrates
idproazur	inchrcarn	329.409771765	37.285865937176624	0.002	947	Invertebrates
idproazur	ipisogram	372.216681015	29.49751232766128	0.0	494	Invertebrates
idproazur	ipnemdubi	372.216681005	25.176841423201985	0.0	19	Invertebrates
idproazur	iyabicand	342.29592357	31.089020595926492	0.0	507	Invertebrates
idproazur	iyambarma	342.29592358	30.507842468317197	0.0	527	Invertebrates
idproazur	iyanddors	342.29592358499997	31.85189042176314	0.003	682	Invertebrates
idproazur	iyanonige	342.2959236	31.02927047136023	0.0	585	Invertebrates
idproazur	iyapainim	342.29592358499997	34.74172319006334	0.0	918	Invertebrates
idproazur	iyathrosa	342.29592356499995	32.17826909260433	0.0	891	Invertebrates
idproazur	iybomhypn	342.2959236	29.82379996535337	0.0	560	Invertebrates
idproazur	iycoeconi	342.29592358499997	27.06431173203772	0.0	134	Invertebrates
idproazur	iyectcont	342.29592358	28.60073932943274	0.0	351	Invertebrates
idproazur	iylasvill	342.29592358	35.845047693422195	0.0	902	Invertebrates
idproazur	iymacalbo	342.29592358	35.713715485859765	0.0	779	Invertebrates
idproazur	iymaceuro	342.29592358499997	30.266169509318207	0.0	546	Invertebrates
idproazur	iymimdahl	342.2959236	26.93899480416653	0.0	195	Invertebrates
idproazur	iynomfabr	342.2959236	30.71971365534429	0.0	606	Invertebrates
idproazur	iynysspin	342.29592358	30.12974581385821	0.0	513	Invertebrates
idproazur	iyophlute	342.295923605	32.0182040895539	0.0	666	Invertebrates
idproazur	iypemlugu	342.29592358499997	30.95989925867337	0.0	524	Invertebrates
idproazur	iypripert	342.2959236	33.25509947406747	0.0	728	Invertebrates
idproazur	iyseltumu	342.29592358	31.177315255151424	0.0	537	Invertebrates
idproazur	iystephae	342.29592358499997	30.189630428713677	0.0	607	Invertebrates
idproazur	iytipfemo	342.29592362	31.496832787487573	0.0	557	Invertebrates
idproazur	iyvesvulg	342.29592357	38.95996383416718	0.002	999	Invertebrates
idproazur	iyvulbima	342.29592358	31.52333866137496	0.0	565	Invertebrates
idproazur	jadialine	785.828440073	36.170463516166144	0.0	929	Invertebrates
idproazur	janemvect	785.828440073	32.504114237332935	0.0	616	Invertebrates
